title,type,summary,genre
A Fantastic Fear of Everything,MOVIE,"Jack is a children's author turned crime novelist whose detailed research into the lives of Victorian serial killers has turned him into a paranoid wreck, persecuted by the irrational fear of being murdered. When Jack is thrown a life-line by his long-suffering agent and a mysterious Hollywood executive takes a sudden and inexplicable interest in his script, what should be his big break rapidly turns into his big breakdown, as Jack is forced to confront his worst demons; among them his love life, his laundry and the origin of all fear.","Comedy,Thriller,Horror"
Gamer,MOVIE,"Mind-control technology has taken society by a storm, a multiplayer on-line game called ""Slayers"" allows players to control human prisoners in mass-scale. Simon controls Kable, the online champion of the game. Kable's ultimate challenge becomes regaining his identity and independence by defeating the game's mastermind.","Action,Thriller,Science Fiction"
License to Wed,MOVIE,"Newly engaged, Ben and Sadie can't wait to start their life together and live happily ever after. However Sadie's family church's Reverend Frank won't bless their union until they pass his patented, ""foolproof"" marriage prep course consisting of outrageous classes, outlandish homework assignments and some outright invasion of privacy.",Comedy
Megalodon,MOVIE,"A military vessel on the search for an unidentified submersible finds themselves face to face with a giant shark, forced to use only what they have on board to defend themselves from the monstrous beast.","Action,Science Fiction,Horror,TV Movie"
Rough Night,MOVIE,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.","Drama,Comedy"
S.W.A.T.: Firefight,MOVIE,"Los Angeles S.W.A.T. officer, Lt. Paul Cutler, is sent to train the Detroit S.W.A.T. team on new anti-terrorism and homeland security techniques. Cutler has a hard time settling into his assignment as he locks horns with his new captain and encounters resistance from the team he must lead. Cutler begins to adjust to his new assignment, starting a budding romance with police psychologist Kim Byers along the way. Unexpectedly, a routine hostage call turns deadly, and a relentless ex-government agent named Walter Hatch vows revenge on Cutler and the entire S.W.A.T. team for killing the woman he loves. Cutler must use his considerable S.W.A.T. training and knowledge to save his teammates and defeat a trained killer.","Action,Crime,Thriller"
Darkness,MOVIE,"A teenage girl moves into a remote countryside house with her family, only to discover that their gloomy new home has a horrifying past that threatens to destroy the family.",Horror
Momentum,MOVIE,"When Alex, an infiltration expert with a secret past, accidentally reveals her identity during what should have been a routine heist, she quickly finds herself mixed up in a government conspiracy and entangled in a deadly game of cat-and-mouse with a master assassin and his team of killers.  Armed with her own set of lethal skills, Alex looks to exact revenge for her murdered friends while uncovering the truth.","Action,Crime,Thriller"
The Atticus Institute,MOVIE,"In the early 1970s, Dr. Henry West creates an institute to find people with supernatural abilities. When Judith Winstead comes to the facility, she exhibits amazing abilities that the military wants to turn into a weapon.",Horror
Life or Something Like It,MOVIE,"A reporter Lanie Kerrigan interviews a psychic homeless man for a fluff piece about a football game's score. Instead he tells her that her life has no meaning and is going to end in just a few days, which sparks her to action, trying to change the pattern of her life...","Comedy,Drama,Romance"
Wrath of the Titans,MOVIE,"Perseus tries to live a quieter life as a village fisherman while - dangerously weakened by humanity's lack of devotion - the gods are losing control of the long-imprisoned Titans and their ferocious leader, Kronos.","Fantasy,Adventure"
Prey,MOVIE,An American family on holiday in Africa becomes lost in a game reserve and stalked by vicious killer lions.,"Adventure,Horror,Thriller"
The Whole Ten Yards,MOVIE,"Jimmy ""The Tulip"" Tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, Jill, a purported assassin who has yet to pull off a clean hit. Suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on Jimmy and Jill's doorstep; it's Oz, and he's begging them to help him rescue his wife, Cynthia.","Comedy,Thriller,Crime"
The Hurricane Heist,MOVIE,Thieves attempt a massive heist against the U.S. Treasury as a Category 5 hurricane approaches one of its Mint facilities.,"Action,Crime,Thriller"
The NeverEnding Story II: The Next Chapter,MOVIE,"Once again, Bastian is transported to the world of Fantasia which he recently managed to save from destruction. However, the land is now being destroyed by an evil sorceress, Xayide, so he must join up with Atreyu and face the Emptiness once more.","Drama,Family,Fantasy,Adventure"
Bubble Boy,MOVIE,"Jimmy is a young man who was born without an immune system and has lived his life within a plastic bubble in his bedroom... who pines for the sweet caresses of girl-next-door Chloe. But when Chloe decides to marry her high school boyfriend, Jimmy – bubble suit and all – treks cross-country to stop her.","Comedy,Adventure,Romance"
Fantozzi The Return,MOVIE,"Ugo Fantozzi has been ejected from Heaven and is sent back to Earth for a short period of time until the staff in Heaven can get Fantozzi a place there. Fantozzi goes through a variety of unfortunate experiences, such as rescuing his retro punk granddaughter Uga, and having to pay a vast telephone bill due to frequent chat line conversations. He ends up getting arrested instead of his ex-boss, who was originally charged with corruption. Just as he is about to enjoy the World Cup Final with Italy, he is called back into Heaven. Can he find peace once again?",Comedy
Legally Blondes,MOVIE,"Moving from England to California, the youngest cousins of Elle Woods must defend themselves when their schools reigning forces turn on the girls and try to frame them for a crime.",Comedy
The Remaining,MOVIE,"When a group of close-knit friends assemble for the marriage of Skylar and Dan, they have no idea they will witness The Rapture and face a series of catastrophic events turning the celebration into a life-or-death struggle.","Thriller,Horror"
Cosmopolis,MOVIE,"Riding across Manhattan in a stretch limo during a riot in order to get a haircut, a 28-year-old billionaire asset manager's life begins to crumble.",Drama
The Pact,MOVIE,"After their mother passes away, sisters Nicole and Annie reluctantly return to their childhood home to pay their last respects. While staying overnight in the house, the sisters sense a mysterious presence in their midst: noises startling them in the night, objects moving about, a fallen picture of an unknown woman posed next to their mother. Annie begins experiencing a series of intense and disturbing dreams - visions that lead her to uncover something terrible about her mother's past that is finally revealing itself.","Horror,Mystery,Thriller"
47 Meters Down: Uncaged,MOVIE,"Four teenage girls go on a diving adventure to explore a submerged Mayan city. Once inside, their rush of excitement turns into a jolt of terror as they discover the sunken ruins are a hunting ground for deadly great white sharks. With their air supply steadily dwindling, the friends must navigate the underwater labyrinth of claustrophobic caves and eerie tunnels in search of a way out of their watery hell.","Horror,Drama,Adventure"
